title,date,country,description,keywords,categories,source_url,page,source_category
Buy Amino Collagen,"7 Apr, 2014",United Kingdom,"Dear,
Where in Indonesia can I order/buy your collagen supplements?
I'm going there to volunteer teach next week!
I have quite a few contacts in thebeautybusiness so if I can help test and review your products I'd really appreciate it.
Thank you.
Sincerely,
Carolina.",,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-Amino-Collagen--23544343.html,10,Beauty
Buy PPL Therapy,"6 Feb, 2015",Malaysia,"We're reseller for allbeautyproducts. Also, own abeautysalon in the town to provide various service and fulfill customer needs.",,"Personal Care,Other Beauty Supplies",https://importer.ec21.com/buy-lead/Buy-PPL-Therapy--23756270.html,10,Beauty
Buy High Quality Thread Lifting Needle PDO (Cog/Tornado/Mono/Screw),"6 Mar, 2015",Lithuania,"Hello,
we arebeautyspecialists from Lithuania (Europe Union). We have got very possitive recomendations from our friends from London. We are interested in your production MONO and MONO SCREW. Could you send proposal, please? Thanks for time!",,"Health & Medical,Other Medical Supplies",https://importer.ec21.com/buy-lead/Buy-High-Quality-Thread-Lifting--23765787.html,10,Beauty
Buy Mediheal Facial Masks,"27 Nov, 2014",Hong Kong,"Hi 
How are you? 
i'm carmen from QueensBeauty. Our company in Hong Kong. 
I looking for good quality mask , I'm very interested N.M.F Aquaring Ampoule Mask.
I need 15000 sheet to 25000 sheet per one months. 
Please, kindly provide: 
FOB price per sheet 
Minimum order quantity
I would appreciate your early reply in advance.
Sincerely 
Carmen Ma/ QueensBeauty",,"Personal Care,Face Mask",https://importer.ec21.com/buy-lead/Buy-Mediheal-Facial-Masks--23718370.html,10,Beauty
"Buy Curren, Gran Turismo, Weide Watches","31 Dec, 2014",United States,"Will be looking to buy watches from brands Curren, GT (Gran Turismo), and Weide only.
Somebeautiful mechanical automatic watches are of interest as well.","Watches,Curren,Weide,GranTurismo","Timepieces, Jewelry, Eyewear,Quartz Analog Watches",https://importer.ec21.com/buy-lead/Buy-Curren-Gran-Turismo--23736601.html,10,Beauty
"Buy EGF Arbutin Ample, Gold Mask, Hydrating Mask, Lightening Mask","26 Apr, 2014",United States,"I'm a wholesaler for 2B BioBeauty. I also have my own esthetics practice (250) clients. My business partner and myself are currently building out a retail space for our new Bio Peeling business named Bio Peeling U.S.A., where I'm looking for great prices on Gold, lightening, hydrating, masks to be used in my new business.",,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-EGF-Arbutin-Ample--23560667.html,10,Beauty
Buy - Children Clothing,"22 Jun, 2014",United Arab Emirates,"I need a Korean kids clothing whole sale company to sell me children clothing's in United Arab Emirates ,Dubai.
I am looking forbeautiful clothing for girls and boys age form 3 to 12 of course on very reasonable prices.
kindly send me your catalogs on email","kids clothing,childen party wear,fashion kids","Apparel,Other Children's Clothing",https://importer.ec21.com/buy-lead/Buy-Children-Clothing--23603595.html,10,Beauty
Buy Careprost,"25 Oct, 2014",Kazakhstan,"We are resellers ofbeautyproducts especially eyelash enhance products 
Like Careprost, lurey lash md, dream lash and so on 
We buy Careprost, lurey lash md, dream lash and so on","Careprost,Lurey lash,Dreamlash","Business Services,Beauty Products Agents",https://importer.ec21.com/buy-lead/Buy-Careprost--23697169.html,10,Beauty
"Buy Vitamin C Injection, Glutathione, Laennec Human Placenta","2 Oct, 2014",Malaysia,"I am looking aesthetics use injectable solutions, such as whitening , anti aging, slimming injection products. 
Please provides me with your products list and prices list. I am a whosaler of aestheticsbeautyinjection products. We are looking for whitening injectable solutions, anti aging, slimming and others aesthetics use injectable solutions .
Looking forward to hearing from you. Thank you.",,"Personal Care,Other Beauty Supplies",https://importer.ec21.com/buy-lead/Buy-Vitamin-C-Injection--23682826.html,11,Beauty
Buy Perfect Blemish Moisture Balm SPF50+/PA+++(50g),"7 Jul, 2014",Philippines,"Please provide me information if there is a store here in the Philippines that sells yourbeautyproduct like
- mosp Face VVITA Brightening Pact
-Perfect Blemish Moisturizing Blam",,"Personal Care,Other Makeup",https://importer.ec21.com/buy-lead/Buy-Perfect-Blemish-Moisture-Balm--23617681.html,11,Beauty
Buy Straps for Mobile Phone,"6 Jun, 2014",Russia,"We are looking for best quality straps for mobile phones. Good design, modern and inbeautiful package (in English). You can offer straps in different materials and design. It's very important to show us a photo of goods in package. We will not read message without a photo of package.","straps phone,mobile phone straps","Telecommunications,Mobile Phone Straps",https://importer.ec21.com/buy-lead/Buy-Straps-for-Mobile-Phone--23590789.html,11,Beauty
We Buy Pdo Cog Threads,"11 Apr, 2021",United States,"Pdo threads .Mini cog screws.Beautyproducts for lifting face.Plla threads u,pcl threads.Mini cogs 38 mm sharp needles.","Cog,PDO,Threads,Plla","Business Services,Beauty Products Agents",https://importer.ec21.com/buy-lead/We-Buy-Pdo-Cog-Threads--24321366.html,11,Beauty
We Buy Hyaluronic Acid,"14 Mar, 2021",United States,I am looking ooking to incorporate dermal fillers into myBeautybusiness .Would like to start my own Hyaluron dermal filler line for my business.Thsnks,"Dermal,Filler,Hyaluron,Pen","Business Services,Beauty Products Agents",https://importer.ec21.com/buy-lead/We-Buy-Hyaluronic-Acid--24318944.html,11,Beauty
Buy RBD Palm Olein,"13 Mar, 2017",Egypt,"20, 2017 onward. Please, inform us as soon as possible so we can plan a visit to you in his schedule.
Hopefully, this will be the start of abeautiful business relationship. 
Best regards,
Marwa Feijkes
El Gizawey Import & Export
Arab Republic of Egypt
Kafr el Sheikh, Sidi Salim
Taftish, The El Gizawey Building
Tel: +20 1112.966.988 (Arabic)
Tel: +20 1205.462.498 (English)
www.elgizawey.com",,"Agriculture,Palm Oil",https://importer.ec21.com/buy-lead/Buy-RBD-Palm-Olein--24082427.html,11,Beauty
Buy New Nail Drill Set,"28 Apr, 2015",Iran,I haveBeautysalon . please contact me for all of the related goods . price and quality is the most option in Iran market,,"Health & Medical,Other Dental Equipment",https://importer.ec21.com/buy-lead/Buy-New-Nail-Drill-Set--23796860.html,11,Beauty
Buy Styling Brushes,"4 Feb, 2015",Brazil,"Dears,
My name is Andre, I'm the Sourcing Director of Portal Brasil. We are a wholesale ofbeautyproducts in Brazil and we are looking for a new supplier. We have been in this market for over 8 years and we sell all over country.
I would like to receive a quotation, FOB price, for hair brushes.
What are the minimum quantities? What type of package can be suplied and how much it cost? Do you have",,"Personal Care,Hairbrush",https://importer.ec21.com/buy-lead/Buy-Styling-Brushes--23754866.html,11,Beauty
Buy Collagen + Hyaluronic Mask (Face Mask),"29 Oct, 2014",Canada,"Looking for samples ofbeautyproducts (face masks, eye masks, cream) to choose the right company to be their sole agents in Calgary.
I am a consulting company expanding intobeauty/facial products for the coming years.
Regards,
Albert.",,"Personal Care,Face Mask",https://importer.ec21.com/buy-lead/Buy-Collagen-Hyaluronic--23700186.html,11,Beauty
Buy V-Line Solution,"16 Dec, 2014",Taiwan,I am interested in medicalbeautyproudects. please give me more information for these products and quotation for these products. thanks a lot.,,"Personal Care,Other Beauty Supplies",https://importer.ec21.com/buy-lead/Buy-V-Line-Solution--23729903.html,11,Beauty
Buy Derma Rollers,"28 Aug, 2014",Italy,"only home carebeautyequipment with CE certificate
paula,sales manager
ALISEO BENESSERE SRLS 
ITALY",,"Personal Care,Other Beauty Equipment",https://importer.ec21.com/buy-lead/Buy-Derma-Rollers--23659913.html,11,Beauty
Buy Synthetic Wig for Black Women,"22 Feb, 2015",United States,"I AM IN NEED OF HAIR WEAVE, HAIR ACCESORIES, WIGS, ALLBEAUTYSUPPLY EQUIPMENT ANDBEAUTYSUPPLY STORE PRODUCTS",,"Fashion Accessories,Wigs",https://importer.ec21.com/buy-lead/Buy-Synthetic-Wig-for-Black--23761405.html,11,Beauty
Buy Latex Sheeting,"8 Apr, 2015",Korea,"thin latex sheet needs: 0.05mm-0.3mm in various colours 
need shipping to South Korea
if you have cheapbeautiful latex please email me.",,"Rubber & Plastics,Latex Rubber",https://importer.ec21.com/buy-lead/Buy-Latex-Sheeting--23784725.html,11,Beauty
Buy Lipo Lab PPC Solution,"11 May, 2014",China,"A Shanghai buyer inbeautyarea, such as: skin whitening, Lipo PPC solution.Need high performance cost ratio products to improve my Shanghaibeautymarket.",,"Personal Care,Other Beauty Supplies",https://importer.ec21.com/buy-lead/Buy-Lipo-Lab-PPC-Solution--23571366.html,11,Beauty
Buy 100% Guaranteed Brazilian Human Hair,"30 Nov, 2014",United States,"Hello,
My name is April and I am the owner of a smallbeautyfashion and hair business. I am looking for a vendor for my business that sales quality brazillian and malaysian hair. I would like more information on your hair and wholesale prices. Please reach me at reynolargmail.com
Thanks,
April",,"Personal Care,Hair Extension",https://importer.ec21.com/buy-lead/Buy-100-Guaranteed-Brazilian--23720237.html,11,Beauty
Buy Virgin Brazilian/Malaysian/Virgin Human Hair,"30 Nov, 2014",United States,"Hello,
My name is April and I am the owner of a smallbeautyfashion and hair business. I am looking for a vendor for my business that sales quality brazillian and malaysian hair. I would like more information on your hair and wholesale prices. 
Thanks,
April",,"Personal Care,Hair Extension",https://importer.ec21.com/buy-lead/Buy-Virgin-Brazilian-Malaysian-Virgin--23720236.html,11,Beauty
Buy 10600nm Fractional CO2 Surgical Laser,"18 Apr, 2015",Hong Kong,"Dear Staff of laser company of korea :
Interested in your fractional co2 surgical laser , apply this laser for the mole and pigmentation on face, and special for resurface of acnea scar, will it be effective?
What about the price ?
Please quote me a low price for this machine .
We are buyer frombeautyclinic in Hong Kong .
michaelyeung
18/4/15",,"Health & Medical,CO2 Laser Machine",https://importer.ec21.com/buy-lead/Buy-10600nm-Fractional-CO2-Surgical--23790769.html,12,Beauty
Buy Portable Infrared Sauna Room Sauna Cabin,"14 Nov, 2014",India,I need to order the IR Detox cabin Need to Buy IR Detox cabin for slimming purpose forbeautyand slimming clinic.,,"Health & Medical,Portable Sauna Room",https://importer.ec21.com/buy-lead/Buy-Portable-Infrared-Sauna-Room--23710106.html,12,Beauty
Buy Palmitic Acid 98%,"10 Jun, 2014",Thailand,"Dear Sir/Madam
I'm Tara from Welltech Biotechnology Co., ltd, Thailand, Our company is the leading in research development and production of natural ingredients for health andbeautyin industrires. You can see more our company at www.welltechbio.com
First, I'm looking for ""Dextran"" in food grade or pharmaceutical grade MW: 100,000-150,000 dalton
I ever visited your website. And I interest ""Dextr",,"Health & Medical,Health Food",https://importer.ec21.com/buy-lead/Buy-Palmitic-Acid-98--23593642.html,12,Beauty
Buy Buyer of Body Shapers,"10 Sep, 2014",United States,"Looking for a supplier of cinchers, body shapers. Corsets for business relationship. Im wanting to do businesses soon. I hace a great market and looking for a dropshipper. I have a website that offersbeautyproducts now and want to explore the under garment products.","corsets,cinchers,body shapers","Apparel,Other Underwear",https://importer.ec21.com/buy-lead/Buy-Buyer-of-Body-Shapers--23667840.html,12,Beauty
Buy RF Multipolar Magic Pot (RF+Vacuum+LED),"29 Sep, 2014",India,I need a Magic Pot Slimming andBeautyEquipments with specification and other information . How it works and servicing centre and all the information. Supply details and duration and all other information you wish to provide.,,"Personal Care,RF Beauty Equipment",https://importer.ec21.com/buy-lead/Buy-RF-Multipolar-Magic-Pot--23681693.html,12,Beauty
Buy MaryKay Phantom Three When A Cleanser West of Milk,"9 Jun, 2015",China,"Cleansing, to horny, toning a complete; special exfoliating particles and nourishing ingredients, the effective maintenance of the delicate skin, gently remove facial dirt, help to slow the aging of skin, keep skin young","Beauty Beauty,Facial Care,cleansing","Personal Care,Facial Cleanser",https://importer.ec21.com/buy-lead/Buy-MaryKay-Phantom-Three-When--23818649.html,12,Beauty
Buy Lux Soap,"16 Jun, 2015",Iran,"Dear Madam /Sir,
Hereby I would like to inform you that we are so interested in your line of products (beautyand Bath soaps),I will be grateful if you kindly could provide us your price list in this regard.
Please kindly send us the full info including the following issues:
-Minimum order quantity
-Delivery Time
-Payment terms
-Quantity discount
-Have you ever sold any goods to our country.
We m",,"Personal Care,Other Personal Hygiene",https://importer.ec21.com/buy-lead/Buy-Lux-Soap--23821737.html,12,Beauty
Buy Glutax 5GS Micro (Italy),"1 Dec, 2014",Philippines,"Greetings!
I am a wholesaler from the Philippines :-) 
i would like to request your pricelist on allbeautyproducts 
like glutax 5gs thank you so much 
looking forwad for your response",,"Health & Medical,Other Health Care Products",https://importer.ec21.com/buy-lead/Buy-Glutax-5GS-Micro--23721074.html,12,Beauty
Buy CARA Polydioxanone (PDO) Suture Threads - Multi,"20 May, 2015",Latvia,"Hello. I'm interested in the different strands Cara thread. I am a cosmetologist with higher medical education. I havebeautystudio and training center andbeautyshop. What are the prices and delivery to Latvia, Riga? Thank you!
Best regard Svetlana",,"Personal Care,Other Beauty Equipment",https://importer.ec21.com/buy-lead/Buy-CARA-Polydioxanone-PDO--23808368.html,12,Beauty
Buy Long Pulsed Nd:Yag,"7 Mar, 2015",Iraq,we are starting a new company for laser andbeautyequipments in Iraq. we are looking for exclusive distributorship.,,"Personal Care,Other Beauty Equipment",https://importer.ec21.com/buy-lead/Buy-Long-Pulsed-Nd-Yag--23765888.html,12,Beauty
"Buy Noblex, Long Pulsed Alexandrite, Hair Removal, Melasma, Laser, 755nm","7 Mar, 2015",Iraq,we are starting a new business in Iraq for laser andbeautyequipments. we are looking for exclusive distributorship.,,"Personal Care,Other Beauty Equipment",https://importer.ec21.com/buy-lead/Buy-Noblex-Long-Pulsed--23765886.html,12,Beauty
Buy Cryo Stamp No Needle Meso Therapy,"27 May, 2015",Taiwan,"We are medicalbeautylaser center established at Taipei, Taiwan from 2000. Now, we are looking for cooling stimulus device for laser post care. Thank you.",,"Personal Care,Other Beauty Equipment",https://importer.ec21.com/buy-lead/Buy-Cryo-Stamp-No-Needle--23812403.html,12,Beauty
Buy Baby Set Natural,"21 Jul, 2016",Thailand,"I have a few different business in Thailand and the USA. One new business is thebeautyproducts with high quality oud oil from my agarwood plantations here in Thailand. I am also looking to build out a baby product line with natural, pure, organic ingredients.",,"Personal Care,Other Beauty Supplies",https://importer.ec21.com/buy-lead/Buy-Baby-Set-Natural--24001701.html,12,Beauty
We Buy Slimming Products,"14 May, 2018",China,"Slimming products: urgent need for body slimming capsules and health foods
Required quantity: 50~100 boxes or bottles
Product specifications: unlimited specifications
Large demand, long-term supply, intention to cooperate, please contact me!","Beauty,Slimming,health care","Business Services,Beauty Products Agents",https://importer.ec21.com/buy-lead/We-Buy-Slimming-Products--24181424.html,13,Beauty
Buy Sell PVC Hose,"17 Sep, 2015",China,"The product is used for conveying water, oil, gas under normal working condition in factories, farm, ship, building and family. 
Characteristics: 
It is flexible, durable, non-toxic, without odor, and resistant too high pressure and erosion. By adding colorful symbol lines on the surface of the hose, it looks morebeautiful.","plastic hose,pvc fiber renifoced hose,pvc steel wire hose,pvc suction hose","Rubber & Plastics,Plastic Tubes",https://importer.ec21.com/buy-lead/Buy-Sell-PVC-Hose--23868495.html,13,Beauty
"Buy Korea Skincare , Missha, Etude House","28 Apr, 2016",Singapore,"Hi sir/madam
Good day!
This is Vanessa Teo from Singapore. My company is sellingbeautyproducts, ie the face shop, innisfree, etude, other korea brands etc.
Could you please send me the pricelist of the mentioned brands.
Hope to hear from you soon.
Thank you!
Regards
Vanessa Teo",,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/Buy-Korea-Skincare--23967383.html,13,Beauty
Buy facial machine (Light-Magnatizing machine ),"3 Feb, 2016",United Kingdom,Interested in facial massage machines which reduce wrinkles and dark circles around eyes. Currently selling products tobeautySalons in and around London and South of England. Also interested in selling throughout Europe.,,"Personal Care,Skin Care Set",https://importer.ec21.com/buy-lead/Buy-facial-machine-Light--23932637.html,13,Beauty
Buy Bioderma Sensibio H2O (Aka Crealine H20 Solution Wholesale,"20 May, 2016",United States,"I have abeautybased company located in California. I am looking to purchase Bioderma Sensibio as well as other Bioderma products should your company have specific items in stock. Please advise on your pricing per piece / minimum order amount / shipping prices and shipping times. Also, if you have any additional Parapharmacie brands such as Avene, Uriage, Evian, Ducray, Lierac, Nuxe, Vichy, Pure",,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-Bioderma-Sensibio-H2O--23975436.html,13,Beauty
Buy Carboxy CO2 Gel Mask,"17 Mar, 2016",Malaysia,"I am abeautysalon for more than 35 years, i am doing facial, slimming, and body massage. 
I use a lot of different type of mask and i would like to try your company's co2 gel mask.",,"Personal Care,Face Mask",https://importer.ec21.com/buy-lead/Buy-Carboxy-CO2-Gel-Mask--23949804.html,13,Beauty
Buy Skin & Hair Diagnosis System,"14 Jul, 2016",Hungary,"Dear Sir/Madam,
On behalf of Central DermaClinic Kft., hereto we wish to show our interest in Your products. 
As for our company, we established a unique centre in Hungary, abeautyand health centre, where we employ more than 12 medical doctors and several organic professionals. We maintain a well-established health and medical centre with several specialist suites some of them are as follows De",,"Health & Medical,Other Health Care Products",https://importer.ec21.com/buy-lead/Buy-Skin-Hair--23999099.html,13,Beauty
Buy Hottest Bodycon Dress for Bulk Production and Wholesale,"16 Feb, 2016",United States,"Looking forbeautiful wholesale evening dresses, I'm starting my boutique and would like to find good prices.
Thanks,",,"Apparel,Evening Dresses",https://importer.ec21.com/buy-lead/Buy-Hottest-Bodycon-Dress-for--23935813.html,13,Beauty
Buy We Are Looking for Innovative Skincare Brands,"14 Dec, 2015",United States,"We are premier distributor ofbeautyproducts in North America. We are currently looking for innovativebeautybrands from South Korea that would like to enter North Americanbeautymarket. 
We are looking to expand our portfolio of the brands for 2016. We work with nationalbeautystores, department stores, travel retail and shopping networks in North America. 
If you have innovativebeautyprod","skincare,anti aging,beauty products","Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-We-Are-Looking-for--23905578.html,13,Beauty
Buy Crown Lather Bar Soap,"16 Jan, 2016",Pakistan,we are interested inbeautysoaps please send your details thank you--------------------------------------------------------------------------------------,,"Personal Care,Bath Soap",https://importer.ec21.com/buy-lead/Buy-Crown-Lather-Bar-Soap--23926099.html,13,Beauty
We Buy Its Real Hydro Gel Mask [Cucumber],"26 Dec, 2017",Vietnam,"Dear Ms,
I am Rose, purchasing staff from Authentic Store, a chain of importedbeautyproducts based in Hanoi and we are looking for a new supplier who can supply us a large number of organic facial masks.
Please kindly send us the latest price for the quantity of 10000 facial masks, quoted CIF Hai Phong price as well as your terms of payment. Are you willing to grant the payment by T/T and a dis",,"Personal Care,Face Mask",https://importer.ec21.com/buy-lead/We-Buy-Its-Real-Hydro--24155792.html,14,Beauty
Buy Wig,"24 Feb, 2016",China,It looks pretty natural andbeautiful.Excellent!Other workmates said that it looks just like myself hair.,"lace wig,full lace wig","Fashion Accessories,Wigs",https://importer.ec21.com/buy-lead/Buy-Wig--23938772.html,14,Beauty
Buy VFB Bio Peel Solution,"11 Jul, 2015",Hong Kong,"I Have thebeautycentre in hong kong,i want to buy 10 sets VFB Bio Peel Solution.I want to know that how much,thanks!",,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-VFB-Bio-Peel-Solution--23832866.html,14,Beauty
Buy Derma Filler,"22 Sep, 2015",Hong Kong,"This is Brigitte from Medical SkinBeauty. Our company has been working forbeautyindustry in Hong Kong more than 20 years. We are looking for Dermal Filler for face. Could you please let me know the details, payment terms. 
Many thanks & regards,
Brigitte Chick
Mobile/Whatsapp/wechat: +852 6178-2991
Medical SkinBeautyCompany Limited
12/F., Simsons Commercial Building, 137-139 Johnston Road, W",,"Personal Care,Other Beauty Supplies",https://importer.ec21.com/buy-lead/Buy-Derma-Filler--23870524.html,14,Beauty
Buy Zi Xiu Tang ZXT Pollen Capsule,"6 Jan, 2016",United States,looking to buy original zi xiu tangbeautyand health for weight loss and healthy skin. Have used before and worked very well.,,"Health & Medical,Body Fat Analyzer",https://importer.ec21.com/buy-lead/Buy-Zi-Xiu-Tang-ZXT--23919893.html,14,Beauty
Buy 2016 New Sexy Leopard Dress Women V Neck Pleated Wrap Bodycon Mini Dress Sex,"17 Apr, 2016",Russia,"Detail 
Keep your look daring with Dear-Lover Leopard V Neck Pleated Wrap Bodycon Mini Dress. Side-seam ruching creates soft gathers and draping on a faux-wrap dress nipped in with a skinny belt that defines the waist. Slips on over head. And the chic leopard print amp up the wow factor! Complete your look with statement accessories and a cute clutch.
Features
â€¢Yourbeautiful legs will look",dresses,"Shoes & Accessories,Ladies' Dress Shoes",https://importer.ec21.com/buy-lead/Buy-2016-New-Sexy-Leopard--23962906.html,14,Beauty
Buy Glutax 2000gs Recombined White,"7 Sep, 2016",United States,Need Glutathione for skin whitening and a very strong weight loss product for my new Health andBeautySuper Store that will be opening soon.,,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-Glutax-2000gs-Recombined-White--24020583.html,14,Beauty
Buy General Household Products,"31 Mar, 2017",Hungary,"We are looking for Manufacturer contacts from your country for following products categories:
- Small electric appliances (coffee maker, toaster, water kettle, grill etc.
- Electrical floor cleaning products (vacuum cleaner, steam cleaner)
-Beauty& Wellness Products (massagers, hair care products , scales etc.)
- Cookware (non electric casseroles, pans, roaster etc.)
- LED & Light consumer end","electric appliances,Beauty & Wellness Products,kitchenware,Sport & Fitness products","Electrical Equipment & Supplies,Other Wires, Cables & Cable Assemblies",https://importer.ec21.com/buy-lead/Buy-General-Household-Products--24051717.html,14,Beauty
Buy Digital NAIL ART Printing Machine,"20 Sep, 2015",Nigeria,"FOR THE ATTENTION OF THE CEO OF A REPUTABLE DIGITAL NAIL ART PRINTING MACHINE MANUFACTURER
Dear Sir/Madam,
My name is Dimitris Papadopoulos and I am part owner and Executive Chairman of AskOnyeka Ltd, a Nigerian company being set up to sell, market and distribute nationwide make up products as well as make up andbeautyservices.
I am an expatriate (Greek) residing in Nigeria for 18 years. I have",,"Personal Care,Nail Art",https://importer.ec21.com/buy-lead/Buy-Digital-NAIL-ART-Printing--23869351.html,14,Beauty
Buy Digital NAIL ART Printing Machine,"20 Sep, 2015",Nigeria,"FOR THE ATTENTION OF THE CEO OF A REPUTABLE DIGITAL NAIL ART PRINTING MACHINE MANUFACTURER
Dear Sir/Madam,
My name is Dimitris Papadopoulos and I am part owner and Executive Chairman of AskOnyeka Ltd, a Nigerian company being set up to sell, market and distribute nationwide make up products as well as make up andbeautyservices.
I am an expatriate (Greek) residing in Nigeria for 18 years. I have",,"Personal Care,Nail Art",https://importer.ec21.com/buy-lead/Buy-Digital-NAIL-ART-Printing--23869350.html,14,Beauty
Buy Rose Prebiotics Tea,"12 Apr, 2016",China,"Product Name: 
Rose Prebiotics Tea
Package Specification: 
1g*24sachets per box
Ingredients: 
Rose(double/plena),FOS,maltodextrin
Effect: 
Aromatic and nourishing liver，Health&Beautyinner pure; restore consciousness and energizing; relieve intension and depressed mood.
Applicable People:
For lady with endocrine dyscrasia，soreness of waist and back pain, andbeautylove people","Flavor Instant Tea,Rose Prebiotics Tea,herbal instant tea,herbal extracts","Chemicals,Plant Extract",https://importer.ec21.com/buy-lead/Buy-Rose-Prebiotics-Tea--23961060.html,14,Beauty
Buy Fitflop Rock Chic Slide,"27 Jan, 2016",Singapore,"Im shehara from Diro Trading. We are an e-commerce trade business located in Singapore that deal inbeauty, fashion and jewellery products. We need a supplier who sells authentic fitflops. Do let me know whom I can speak with regards to this.Look forward to hearing back from you!",,"Shoes & Accessories,Sandals & Clogs",https://importer.ec21.com/buy-lead/Buy-Fitflop-Rock-Chic-Slide--23930891.html,14,Beauty
We Buy Hemp Seeds/ Hemp Oil,"8 Nov, 2017",Malaysia,"Looking for HEMP OIL for treatment purpose.
Treament - cancer
- eczema
-beauty- epilepsy 
- diabetic 
pleasa advice packing method and FOB price .
Location Malaysia",,"Health & Medical,Health Food",https://importer.ec21.com/buy-lead/We-Buy-Hemp-Seeds--24145274.html,15,Beauty
We Buy Ferrero Collection,"5 Feb, 2018",China,"chocolate tastes delicious and looksbeautiful and could be sent to girlfriend as a birthday present,","chocolate,delicious,beautiful,good service","Manufacturing & Processing Machinery,Beverage Processing Machinery Parts",https://importer.ec21.com/buy-lead/We-Buy-Ferrero-Collection--24163905.html,15,Beauty
We Buy HIFU Anti Wrinkle,"31 May, 2018",Vietnam,"We want to buy One type ofBeautyEquipment 
Description:
- Hifu Anti Wrinkle Machine
- Made in Korea
- Color: white/ silver","Beauty,Hifu,Anti Wrinkle","Personal Care,Other Beauty Equipment",https://importer.ec21.com/buy-lead/We-Buy-HIFU-Anti-Wrinkle--24184979.html,15,Beauty
Buy JC30 EVO 30CC 2-Stroke Gas/Petrol Engine,"23 Dec, 2016",Australia,"I have several of yourbeautiful engines and they are wonderful.
I need some spare parts for a JC30 EVO 30CC 2-Stroke Gas/Petrol Engine 
The part I need is the propeller thrust plate with the magnet in it, This part is mounted onto the crankshaft and it has a slot for the key that fits into the crankshaft. I hope you can help me with this part.
Many thanks
Danny Jedwab,
19 Shasta Avenue
Brighton",,"Toys,R/C Toys",https://importer.ec21.com/buy-lead/Buy-JC30-EVO-30CC-2--24057319.html,15,Beauty
"Buy BODY HIFU(High Intensity Focused Ultrasound), Cartridgeless HIFU, V-MAX","8 Nov, 2016",United Kingdom,"Hello,
I run abeautysalon in the North of England working in conjunction with a training academy. I am very interested in your machine. Could you please send me clinical trials, before and after photos, prices and the manuals. 
Also - is the machine CE certified with ROHS and FDA approval?
I look forward to hearing from you,
Many thanks,
Maria",,"Personal Care,Other Beauty Equipment",https://importer.ec21.com/buy-lead/Buy-BODY-HIFU-High-Intensity--24042426.html,15,Beauty
We Buy Face Mask Sheet From Taiwan,"29 Oct, 2017",Vietnam,"I am Thanh from Sami Cosmestic, Vietnam. We are a chain of retailers aboutBeautyand Personal Care and looking for a manufacturer who can supply us with a wide range of face mask sheet from Taiwan.
Could you please send us your lastest catalogue and price list for all kinds of mask sheet you stock, quoting your most competitive prices? Our principals are a large chain store in Vietnam and will p","Face,Mask,Sheet","Personal Care,Face Mask",https://importer.ec21.com/buy-lead/We-Buy-Face-Mask-Sheet--24143203.html,15,Beauty
We Buy Displey for Dermabrasion,"25 Dec, 2018",Armenia,We have problem with the display of bio-curvebeauty& health equipment. Do you sell displey for it separately?,Dermabrasion,"Personal Care,Microdermabrasion Machine",https://importer.ec21.com/buy-lead/We-Buy-Displey-for-Dermabrasion--24219186.html,15,Beauty
Buy Ufree Hair Straightener Ceramic Flat Iron for Wholesale,"5 Feb, 2017",Costa Rica,"Hello, my name is Yoselyn Barrantes from Costa RicaBeautySalon. I really want to know the quotation about Ufree Hair Straightener Ceramic Flat Iron for Wholesale. Specifically 120 pcs, and also by the Incoterm EXW.
Best Regards.",,"Personal Care,Hair Straightener",https://importer.ec21.com/buy-lead/Buy-Ufree-Hair-Straightener-Ceramic--24069220.html,15,Beauty
We Buy Airpods,"21 Dec, 2018",Hong Kong,"Beautydevice, water flosser, face brush): 
Philips, Braun, Oral-B, Panasonic, Foreo, Dyson, Reminton, Silk'n, Ya-Man, Tripollar, Ulike etc.
Kitchenware SDP: 
Zojirushi, Braun, Bosch, Panasonic, Delonghi, Zojirushi, Zwilling, WMF, Fissler, Tiger, Kitchen Aid, Ken Wood etc.
Office Appliance (Printer, scanner, MFP):
HP, Lamy,Parker,Pelinka,Samsung, Epson, Brother, Canon, Xerox, Ricoh etc.
If you de","Apple,Airpods,electronics,consumer","Consumer Electronics,Earphone & Headphone",https://importer.ec21.com/buy-lead/We-Buy-Airpods--24218680.html,15,Beauty
Buy Nano Silver Toothbrush,"14 Jan, 2017",United States,"We are a distributer of Health andBeautyproducts in US and Canada.
We are interested in Nano silver toothbrushes.
Please send us information.",,"Personal Care,Toothbrush",https://importer.ec21.com/buy-lead/Buy-Nano-Silver-Toothbrush--24064418.html,15,Beauty
